,id,age,salary,experience_years,department,city,performance_score,bonus,working_hours,satisfaction_level,salary_bonus,city_deparment,salary_category
731,732,42.0,21750.0,,Sales,Pune,,29813.0,54,0.89,2175.0,Pune-Sales,Low
732,733,50.0,74756.0,13.0,Sales,Delhi,3.45,18895.0,31,0.73,7475.6,Delhi-Sales,Medium
733,734,55.0,87957.0,19.0,HR,Mumbai,4.59,143.0,47,0.51,8795.7,Mumbai-HR,Medium
734,735,23.0,125423.0,17.0,Finance,Bangalore,4.24,10681.0,45,0.99,12542.3,Bangalore-Finance,High
735,736,61.0,78053.0,28.0,Finance,Ahmedabad,3.33,7367.0,54,0.27,7805.3,Ahmedabad-Finance,Medium
736,737,62.0,90855.0,5.0,Finance,Bangalore,3.92,3228.0,41,0.83,9085.5,Bangalore-Finance,Medium
737,738,49.0,,31.0,HR,Ahmedabad,2.46,4582.0,36,0.43,,Ahmedabad-HR,
738,739,62.0,75761.0,28.0,Finance,Ahmedabad,3.56,13147.0,36,0.65,7576.1,Ahmedabad-Finance,Medium
739,740,64.0,82552.0,,Sales,Pune,2.86,11397.0,46,0.73,8255.2,Pune-Sales,Medium
740,741,38.0,,22.0,IT,Ahmedabad,1.76,38799.0,42,0.63,,Ahmedabad-IT,
741,742,33.0,,18.0,Sales,Ahmedabad,3.81,37011.0,40,0.14,,Ahmedabad-Sales,
742,743,38.0,146522.0,30.0,Sales,Delhi,3.23,13647.0,35,0.44,14652.2,Delhi-Sales,High
743,744,28.0,138681.0,4.0,IT,Bangalore,2.43,27718.0,58,0.56,13868.1,Bangalore-IT,High
744,745,54.0,110600.0,18.0,Sales,Delhi,,44264.0,52,0.85,11060.0,Delhi-Sales,High
745,746,53.0,142732.0,33.0,HR,Ahmedabad,1.08,42317.0,56,0.44,14273.2,Ahmedabad-HR,High
746,747,52.0,132153.0,9.0,IT,Pune,2.26,47914.0,43,0.92,13215.3,Pune-IT,High
747,748,36.0,142926.0,,Sales,Delhi,1.23,19097.0,35,0.44,14292.6,Delhi-Sales,High
748,749,37.0,47935.0,1.0,Marketing,Delhi,4.07,36953.0,35,0.55,4793.5,Delhi-Marketing,Low
749,750,35.0,57641.0,10.0,Sales,Mumbai,3.81,45254.0,31,0.8,5764.1,Mumbai-Sales,Medium
750,751,64.0,49711.0,30.0,HR,Ahmedabad,2.33,,51,0.58,4971.1,Ahmedabad-HR,Low
751,752,58.0,90342.0,14.0,Finance,Pune,3.7,49452.0,49,0.96,9034.2,Pune-Finance,Medium
752,753,66.0,,8.0,Sales,Delhi,2.58,,54,0.66,,Delhi-Sales,
753,754,31.0,32182.0,,Finance,Delhi,4.03,3010.0,44,0.52,3218.2,Delhi-Finance,Low
754,755,32.0,107833.0,,Marketing,Pune,2.82,,57,0.02,10783.3,Pune-Marketing,High
755,756,48.0,76276.0,8.0,Sales,Ahmedabad,2.65,,46,0.41,7627.6,Ahmedabad-Sales,Medium
756,757,18.0,39541.0,34.0,IT,Mumbai,4.74,28412.0,58,0.3,3954.1,Mumbai-IT,Low
757,758,20.0,114457.0,20.0,Finance,Delhi,2.0,44953.0,37,0.75,11445.7,Delhi-Finance,High
758,759,33.0,102310.0,8.0,Marketing,Mumbai,1.48,34305.0,34,0.21,10231.0,Mumbai-Marketing,High
759,760,,64813.0,27.0,IT,Bangalore,3.34,49549.0,46,0.21,6481.3,Bangalore-IT,Medium
760,761,28.0,57198.0,6.0,IT,Ahmedabad,4.88,11549.0,49,0.19,5719.8,Ahmedabad-IT,Medium
761,762,29.0,28820.0,15.0,IT,Bangalore,,5680.0,30,0.13,2882.0,Bangalore-IT,Low
762,763,27.0,,15.0,IT,Bangalore,1.25,25739.0,51,0.31,,Bangalore-IT,
763,764,49.0,,32.0,Sales,Bangalore,2.36,21209.0,47,0.89,,Bangalore-Sales,
764,765,33.0,31122.0,3.0,Sales,Ahmedabad,3.02,41515.0,44,0.77,3112.2,Ahmedabad-Sales,Low
765,766,25.0,100559.0,3.0,Sales,Ahmedabad,1.65,22432.0,34,0.74,10055.9,Ahmedabad-Sales,High
766,767,55.0,93543.0,38.0,Marketing,Pune,3.63,15116.0,36,0.8,9354.3,Pune-Marketing,Medium
767,768,29.0,103441.0,39.0,Marketing,Mumbai,,20045.0,47,0.27,10344.1,Mumbai-Marketing,High
768,769,41.0,61786.0,16.0,Marketing,Mumbai,2.81,26327.0,35,0.89,6178.6,Mumbai-Marketing,Medium
769,770,45.0,114934.0,,HR,Pune,2.42,,51,0.14,11493.4,Pune-HR,High
770,771,25.0,119804.0,38.0,Marketing,Pune,2.6,,50,0.34,11980.4,Pune-Marketing,High
771,772,45.0,26737.0,,Sales,Bangalore,1.46,26905.0,34,0.59,2673.7,Bangalore-Sales,Low
772,773,53.0,56062.0,35.0,Sales,Pune,4.53,7067.0,59,0.1,5606.2,Pune-Sales,Medium
773,774,43.0,74237.0,37.0,HR,Delhi,2.66,32559.0,48,0.73,7423.7,Delhi-HR,Medium
774,775,25.0,,38.0,HR,Mumbai,,42919.0,39,0.39,,Mumbai-HR,
775,776,67.0,45510.0,36.0,Marketing,Pune,3.64,17985.0,44,0.78,4551.0,Pune-Marketing,Low
776,777,45.0,39426.0,34.0,Finance,Delhi,2.77,27369.0,39,0.49,3942.6,Delhi-Finance,Low
777,778,45.0,57265.0,6.0,HR,Delhi,3.59,17864.0,56,0.18,5726.5,Delhi-HR,Medium
778,779,,37850.0,26.0,IT,Delhi,1.25,22614.0,45,0.73,3785.0,Delhi-IT,Low
779,780,58.0,138249.0,27.0,Sales,Delhi,4.25,47894.0,41,0.25,13824.9,Delhi-Sales,High
780,781,53.0,86150.0,21.0,IT,Bangalore,4.76,15613.0,47,0.49,8615.0,Bangalore-IT,Medium
781,782,44.0,107312.0,13.0,Sales,Delhi,3.6,6447.0,52,0.08,10731.2,Delhi-Sales,High
782,783,34.0,109613.0,6.0,Sales,Bangalore,,5499.0,30,0.62,10961.3,Bangalore-Sales,High
783,784,26.0,94910.0,36.0,HR,Bangalore,1.61,,45,0.67,9491.0,Bangalore-HR,Medium
784,785,50.0,72375.0,,HR,Delhi,,31315.0,51,0.38,7237.5,Delhi-HR,Medium
785,786,37.0,141826.0,4.0,IT,Mumbai,,1299.0,35,0.95,14182.6,Mumbai-IT,High
786,787,30.0,55435.0,1.0,Sales,Delhi,3.33,,32,0.87,5543.5,Delhi-Sales,Medium
787,788,45.0,116443.0,26.0,IT,Delhi,2.61,4994.0,31,0.71,11644.3,Delhi-IT,High
788,789,,77132.0,20.0,Finance,Delhi,2.35,29878.0,57,0.71,7713.2,Delhi-Finance,Medium
789,790,46.0,98945.0,37.0,IT,Mumbai,1.51,15627.0,31,0.25,9894.5,Mumbai-IT,Medium
790,791,30.0,102050.0,14.0,Marketing,Ahmedabad,2.57,7489.0,59,0.66,10205.0,Ahmedabad-Marketing,High
791,792,63.0,149828.0,20.0,IT,Ahmedabad,1.65,26111.0,42,0.2,14982.8,Ahmedabad-IT,High
792,793,52.0,115402.0,9.0,Marketing,Bangalore,3.94,32355.0,38,0.14,11540.2,Bangalore-Marketing,High
793,794,23.0,22983.0,22.0,Marketing,Bangalore,1.84,8269.0,45,1.0,2298.3,Bangalore-Marketing,Low
794,795,35.0,117241.0,38.0,Marketing,Mumbai,1.23,2831.0,56,0.62,11724.1,Mumbai-Marketing,High
795,796,,40662.0,4.0,Finance,Pune,3.21,44370.0,34,0.43,4066.2,Pune-Finance,Low
796,797,22.0,43510.0,0.0,IT,Ahmedabad,3.38,,52,0.29,4351.0,Ahmedabad-IT,Low
797,798,64.0,98187.0,12.0,IT,Bangalore,4.49,24813.0,57,0.6,9818.7,Bangalore-IT,Medium
798,799,42.0,60998.0,,Finance,Ahmedabad,3.31,21637.0,50,0.05,6099.8,Ahmedabad-Finance,Medium
799,800,19.0,76846.0,25.0,Sales,Mumbai,2.38,1996.0,36,0.09,7684.6,Mumbai-Sales,Medium
800,801,27.0,114071.0,20.0,HR,Mumbai,4.21,44387.0,42,0.03,11407.1,Mumbai-HR,High
801,802,47.0,26640.0,17.0,IT,Pune,3.16,49429.0,49,0.5,2664.0,Pune-IT,Low
802,803,67.0,64547.0,36.0,HR,Pune,1.32,3089.0,53,0.6,6454.7,Pune-HR,Medium
803,804,62.0,74620.0,31.0,Finance,Mumbai,3.26,33291.0,58,0.06,7462.0,Mumbai-Finance,Medium
804,805,22.0,35317.0,35.0,Sales,Bangalore,4.63,20659.0,56,0.72,3531.7,Bangalore-Sales,Low
805,806,50.0,135608.0,16.0,Sales,Ahmedabad,2.59,45178.0,59,0.23,13560.8,Ahmedabad-Sales,High
806,807,18.0,27564.0,34.0,Sales,Delhi,2.19,30429.0,55,0.69,2756.4,Delhi-Sales,Low
807,808,35.0,47345.0,10.0,Finance,Pune,1.57,15732.0,42,0.98,4734.5,Pune-Finance,Low
808,809,49.0,,20.0,Marketing,Delhi,1.61,19506.0,56,0.69,,Delhi-Marketing,
809,810,64.0,114223.0,,Marketing,Bangalore,2.73,40935.0,55,0.88,11422.3,Bangalore-Marketing,High
810,811,66.0,,3.0,HR,Pune,3.38,5190.0,36,0.95,,Pune-HR,
811,812,28.0,99273.0,33.0,Marketing,Delhi,1.32,4575.0,39,0.49,9927.3,Delhi-Marketing,Medium
812,813,38.0,94859.0,17.0,Marketing,Bangalore,4.76,40495.0,44,0.7,9485.9,Bangalore-Marketing,Medium
813,814,43.0,100765.0,39.0,Sales,Ahmedabad,4.02,48146.0,50,0.85,10076.5,Ahmedabad-Sales,High
814,815,,130017.0,34.0,Sales,Bangalore,3.35,34565.0,56,0.36,13001.7,Bangalore-Sales,High
815,816,39.0,,28.0,HR,Pune,4.31,34899.0,35,0.26,,Pune-HR,
816,817,44.0,143618.0,28.0,IT,Mumbai,,23706.0,34,0.95,14361.8,Mumbai-IT,High
817,818,66.0,72393.0,37.0,HR,Ahmedabad,2.91,47668.0,52,0.73,7239.3,Ahmedabad-HR,Medium
818,819,30.0,86081.0,20.0,HR,Delhi,,22884.0,57,0.22,8608.1,Delhi-HR,Medium
819,820,50.0,145341.0,12.0,Finance,Pune,4.31,,31,0.45,14534.1,Pune-Finance,High
820,821,51.0,122650.0,16.0,Finance,Mumbai,4.13,44100.0,50,0.8,12265.0,Mumbai-Finance,High
821,822,58.0,49430.0,8.0,HR,Bangalore,2.11,,44,0.55,4943.0,Bangalore-HR,Low
822,823,52.0,95532.0,0.0,HR,Mumbai,4.76,49294.0,55,0.65,9553.2,Mumbai-HR,Medium
823,824,18.0,47788.0,,HR,Pune,,12479.0,45,0.75,4778.8,Pune-HR,Low
824,825,38.0,115505.0,28.0,Marketing,Pune,4.5,34178.0,48,0.62,11550.5,Pune-Marketing,High
825,826,65.0,68543.0,32.0,Finance,Mumbai,4.88,12665.0,38,0.54,6854.3,Mumbai-Finance,Medium
826,827,23.0,33919.0,9.0,HR,Bangalore,1.71,,58,0.75,3391.9,Bangalore-HR,Low
827,828,45.0,89346.0,39.0,Sales,Mumbai,3.89,26292.0,51,0.73,8934.6,Mumbai-Sales,Medium
828,829,34.0,116122.0,20.0,Sales,Pune,1.16,36132.0,58,0.63,11612.2,Pune-Sales,High
829,830,22.0,59974.0,27.0,Marketing,Pune,,36110.0,55,0.36,5997.4,Pune-Marketing,Medium
830,831,48.0,127309.0,10.0,Marketing,Delhi,3.07,,48,0.41,12730.9,Delhi-Marketing,High
831,832,22.0,36371.0,33.0,IT,Delhi,,46233.0,36,0.97,3637.1,Delhi-IT,Low
832,833,,65084.0,7.0,IT,Ahmedabad,,37268.0,33,0.11,6508.4,Ahmedabad-IT,Medium
833,834,20.0,49629.0,21.0,IT,Pune,3.69,1172.0,59,0.27,4962.9,Pune-IT,Low
834,835,40.0,71184.0,7.0,Marketing,Delhi,2.93,27914.0,32,0.49,7118.4,Delhi-Marketing,Medium
835,836,54.0,81916.0,14.0,Marketing,Mumbai,4.24,,53,0.84,8191.6,Mumbai-Marketing,Medium
836,837,54.0,147293.0,16.0,Marketing,Bangalore,4.8,40775.0,58,0.16,14729.3,Bangalore-Marketing,High
837,838,27.0,93972.0,22.0,Sales,Mumbai,1.09,34409.0,49,0.28,9397.2,Mumbai-Sales,Medium
838,839,27.0,82187.0,23.0,Marketing,Bangalore,4.93,49623.0,40,0.07,8218.7,Bangalore-Marketing,Medium
839,840,36.0,32984.0,18.0,Sales,Delhi,1.34,19324.0,30,0.71,3298.4,Delhi-Sales,Low
840,841,34.0,53039.0,4.0,IT,Ahmedabad,4.26,8738.0,35,0.24,5303.9,Ahmedabad-IT,Medium
841,842,38.0,,31.0,IT,Mumbai,2.12,37494.0,55,0.39,,Mumbai-IT,
842,843,31.0,103691.0,0.0,IT,Mumbai,1.53,44557.0,40,0.44,10369.1,Mumbai-IT,High
843,844,26.0,78606.0,22.0,HR,Mumbai,2.76,24054.0,56,0.89,7860.6,Mumbai-HR,Medium
844,845,63.0,30616.0,36.0,HR,Bangalore,3.58,29709.0,30,0.41,3061.6,Bangalore-HR,Low
845,846,18.0,122665.0,7.0,Finance,Delhi,2.52,43785.0,50,0.15,12266.5,Delhi-Finance,High
846,847,68.0,125373.0,12.0,Finance,Mumbai,1.22,,36,0.52,12537.3,Mumbai-Finance,High
847,848,62.0,70072.0,7.0,Finance,Mumbai,3.4,363.0,35,0.96,7007.2,Mumbai-Finance,Medium
848,849,30.0,44574.0,22.0,HR,Ahmedabad,4.61,10358.0,43,0.61,4457.4,Ahmedabad-HR,Low
849,850,21.0,23430.0,0.0,HR,Ahmedabad,2.53,36077.0,31,0.98,2343.0,Ahmedabad-HR,Low
850,851,,,,Finance,Delhi,,49697.0,56,0.84,,Delhi-Finance,
851,852,66.0,,34.0,Finance,Delhi,2.77,3240.0,33,0.04,,Delhi-Finance,
852,853,,30816.0,23.0,Marketing,Pune,1.19,6665.0,40,0.66,3081.6,Pune-Marketing,Low
853,854,49.0,52733.0,16.0,Finance,Ahmedabad,4.28,45689.0,44,0.29,5273.3,Ahmedabad-Finance,Medium
854,855,51.0,105680.0,4.0,Marketing,Pune,4.31,1936.0,47,0.56,10568.0,Pune-Marketing,High
855,856,45.0,22050.0,19.0,Sales,Bangalore,3.35,46736.0,56,0.28,2205.0,Bangalore-Sales,Low
856,857,48.0,129996.0,20.0,HR,Pune,2.41,,30,0.35,12999.6,Pune-HR,High
857,858,25.0,53933.0,39.0,Finance,Mumbai,4.2,43965.0,32,0.92,5393.3,Mumbai-Finance,Medium
858,859,56.0,44951.0,,HR,Pune,3.22,11998.0,32,0.21,4495.1,Pune-HR,Low
859,860,43.0,52413.0,35.0,HR,Delhi,4.3,882.0,57,0.87,5241.3,Delhi-HR,Medium
860,861,51.0,54801.0,10.0,HR,Bangalore,3.53,20224.0,36,0.03,5480.1,Bangalore-HR,Medium
861,862,20.0,75619.0,14.0,Sales,Mumbai,4.14,39691.0,30,0.09,7561.9,Mumbai-Sales,Medium
862,863,67.0,52913.0,,IT,Pune,3.39,,54,0.85,5291.3,Pune-IT,Medium
863,864,29.0,132573.0,6.0,Finance,Bangalore,2.66,30825.0,40,0.63,13257.3,Bangalore-Finance,High
864,865,18.0,139076.0,27.0,IT,Bangalore,4.83,5204.0,35,0.75,13907.6,Bangalore-IT,High
865,866,61.0,60600.0,4.0,IT,Mumbai,,28885.0,49,0.21,6060.0,Mumbai-IT,Medium
866,867,22.0,77775.0,4.0,IT,Pune,3.42,40056.0,32,0.54,7777.5,Pune-IT,Medium
867,868,47.0,110816.0,29.0,HR,Bangalore,1.88,3203.0,48,0.74,11081.6,Bangalore-HR,High
868,869,47.0,149972.0,31.0,Marketing,Bangalore,3.5,2244.0,31,0.63,14997.2,Bangalore-Marketing,High
869,870,34.0,110093.0,7.0,HR,Ahmedabad,3.29,32786.0,47,0.47,11009.3,Ahmedabad-HR,High
870,871,65.0,132590.0,9.0,HR,Bangalore,1.74,49793.0,59,0.96,13259.0,Bangalore-HR,High
871,872,64.0,55400.0,37.0,IT,Ahmedabad,1.24,3083.0,41,0.68,5540.0,Ahmedabad-IT,Medium
872,873,,24494.0,31.0,HR,Pune,3.42,,58,0.91,2449.4,Pune-HR,Low
873,874,32.0,100688.0,27.0,IT,Pune,4.05,8521.0,39,0.73,10068.8,Pune-IT,High
874,875,,142744.0,16.0,Marketing,Pune,,33541.0,34,0.74,14274.4,Pune-Marketing,High
875,876,38.0,,30.0,Finance,Delhi,1.91,29063.0,38,0.08,,Delhi-Finance,
876,877,,94691.0,7.0,IT,Pune,,4732.0,31,0.36,9469.1,Pune-IT,Medium
877,878,19.0,117419.0,,Marketing,Bangalore,1.32,27518.0,31,0.86,11741.9,Bangalore-Marketing,High
878,879,28.0,128730.0,24.0,Finance,Mumbai,2.77,39563.0,57,0.23,12873.0,Mumbai-Finance,High
879,880,68.0,63001.0,8.0,Sales,Ahmedabad,1.65,39752.0,35,0.12,6300.1,Ahmedabad-Sales,Medium
880,881,56.0,87364.0,1.0,IT,Delhi,1.74,29697.0,58,0.33,8736.4,Delhi-IT,Medium
881,882,55.0,144988.0,14.0,IT,Pune,1.81,,39,0.22,14498.8,Pune-IT,High
882,883,51.0,,2.0,Sales,Pune,2.55,16121.0,47,0.93,,Pune-Sales,
883,884,55.0,127434.0,35.0,Sales,Mumbai,1.2,1674.0,41,0.87,12743.4,Mumbai-Sales,High
884,885,67.0,117659.0,3.0,IT,Mumbai,2.59,10875.0,33,0.5,11765.9,Mumbai-IT,High
885,886,51.0,57573.0,,Sales,Delhi,3.05,,51,0.06,5757.3,Delhi-Sales,Medium
886,887,35.0,20806.0,24.0,HR,Ahmedabad,2.93,739.0,50,0.71,2080.6,Ahmedabad-HR,Low
887,888,47.0,144343.0,9.0,Finance,Pune,2.53,1545.0,46,0.62,14434.3,Pune-Finance,High
888,889,,76638.0,20.0,Finance,Delhi,4.36,29140.0,44,0.97,7663.8,Delhi-Finance,Medium
889,890,44.0,148301.0,35.0,Finance,Bangalore,1.58,,35,0.56,14830.1,Bangalore-Finance,High
890,891,68.0,146295.0,11.0,HR,Bangalore,3.02,5127.0,45,0.34,14629.5,Bangalore-HR,High
891,892,51.0,126506.0,26.0,Sales,Delhi,1.25,23331.0,46,0.52,12650.6,Delhi-Sales,High
892,893,69.0,49757.0,39.0,Marketing,Pune,1.28,23004.0,32,0.98,4975.7,Pune-Marketing,Low
893,894,55.0,54636.0,,Sales,Delhi,3.3,41833.0,39,0.7,5463.6,Delhi-Sales,Medium
894,895,50.0,,12.0,IT,Pune,3.26,10492.0,34,0.67,,Pune-IT,
895,896,41.0,68280.0,,Finance,Mumbai,4.51,13749.0,43,0.24,6828.0,Mumbai-Finance,Medium
896,897,32.0,44262.0,30.0,Sales,Delhi,3.23,23508.0,55,0.74,4426.2,Delhi-Sales,Low
897,898,47.0,100435.0,,Marketing,Pune,4.84,9045.0,58,0.75,10043.5,Pune-Marketing,High
898,899,,82211.0,31.0,IT,Delhi,1.19,20116.0,50,0.32,8221.1,Delhi-IT,Medium
899,900,,74842.0,31.0,HR,Delhi,1.39,18667.0,42,0.48,7484.2,Delhi-HR,Medium
900,901,34.0,148583.0,33.0,HR,Pune,1.18,9521.0,55,0.29,14858.3,Pune-HR,High
901,902,22.0,76979.0,10.0,Marketing,Pune,1.74,8669.0,35,0.26,7697.9,Pune-Marketing,Medium
902,903,,,9.0,IT,Ahmedabad,3.17,27302.0,41,0.03,,Ahmedabad-IT,
903,904,21.0,101470.0,14.0,Finance,Delhi,3.58,11283.0,55,0.29,10147.0,Delhi-Finance,High
904,905,27.0,58197.0,16.0,Sales,Bangalore,1.18,30935.0,37,0.55,5819.7,Bangalore-Sales,Medium
905,906,34.0,61844.0,39.0,IT,Delhi,,6998.0,34,0.0,6184.4,Delhi-IT,Medium
906,907,27.0,84754.0,17.0,HR,Delhi,4.37,28806.0,59,0.28,8475.4,Delhi-HR,Medium
907,908,34.0,,,Marketing,Pune,2.19,31624.0,44,0.88,,Pune-Marketing,
908,909,37.0,,24.0,Marketing,Delhi,1.31,13440.0,56,0.59,,Delhi-Marketing,
909,910,41.0,97129.0,,Sales,Delhi,1.68,,45,0.61,9712.9,Delhi-Sales,Medium
910,911,22.0,,,Marketing,Bangalore,1.51,46501.0,30,0.4,,Bangalore-Marketing,
911,912,51.0,81665.0,24.0,Marketing,Pune,1.49,21797.0,45,0.68,8166.5,Pune-Marketing,Medium
912,913,23.0,135512.0,21.0,IT,Delhi,3.07,1269.0,34,0.19,13551.2,Delhi-IT,High
913,914,19.0,136953.0,29.0,Finance,Mumbai,1.98,7868.0,32,0.82,13695.3,Mumbai-Finance,High
914,915,30.0,102856.0,19.0,Sales,Ahmedabad,2.43,30251.0,49,0.12,10285.6,Ahmedabad-Sales,High
915,916,60.0,47376.0,20.0,IT,Bangalore,4.96,12373.0,44,0.66,4737.6,Bangalore-IT,Low
916,917,60.0,129049.0,31.0,Finance,Delhi,3.74,18987.0,42,0.34,12904.9,Delhi-Finance,High
917,918,65.0,75554.0,20.0,IT,Mumbai,4.8,38729.0,53,0.75,7555.4,Mumbai-IT,Medium
918,919,28.0,34199.0,34.0,IT,Delhi,1.57,15734.0,45,0.55,3419.9,Delhi-IT,Low
919,920,68.0,138533.0,31.0,Marketing,Delhi,2.53,,52,0.45,13853.3,Delhi-Marketing,High
920,921,64.0,101412.0,29.0,Finance,Pune,3.22,41337.0,40,0.17,10141.2,Pune-Finance,High
921,922,40.0,70948.0,38.0,Sales,Pune,1.31,40325.0,50,0.64,7094.8,Pune-Sales,Medium
922,923,33.0,93781.0,11.0,Sales,Pune,1.02,18064.0,31,0.97,9378.1,Pune-Sales,Medium
923,924,48.0,92750.0,17.0,Finance,Mumbai,,8433.0,51,0.83,9275.0,Mumbai-Finance,Medium
924,925,,86262.0,20.0,Marketing,Delhi,3.57,48421.0,56,0.06,8626.2,Delhi-Marketing,Medium
925,926,33.0,137424.0,12.0,HR,Ahmedabad,2.64,,35,0.38,13742.4,Ahmedabad-HR,High
926,927,25.0,66600.0,20.0,IT,Bangalore,,38450.0,55,0.93,6660.0,Bangalore-IT,Medium
927,928,21.0,96898.0,7.0,Marketing,Pune,,48247.0,55,0.5,9689.8,Pune-Marketing,Medium
928,929,57.0,82483.0,39.0,Finance,Pune,1.1,15047.0,59,0.66,8248.3,Pune-Finance,Medium
929,930,21.0,,6.0,IT,Delhi,2.34,8084.0,56,0.91,,Delhi-IT,
930,931,42.0,50448.0,22.0,Sales,Delhi,1.71,21751.0,35,0.87,5044.8,Delhi-Sales,Medium
931,932,20.0,46172.0,31.0,HR,Mumbai,,16453.0,43,0.5,4617.2,Mumbai-HR,Low
932,933,49.0,62874.0,10.0,Sales,Mumbai,4.83,20308.0,54,0.44,6287.4,Mumbai-Sales,Medium
933,934,20.0,27657.0,21.0,Finance,Pune,3.4,38968.0,40,0.34,2765.7,Pune-Finance,Low
934,935,44.0,104386.0,21.0,IT,Delhi,3.91,30077.0,37,0.72,10438.6,Delhi-IT,High
935,936,46.0,,,Finance,Ahmedabad,2.26,43046.0,37,0.29,,Ahmedabad-Finance,
936,937,49.0,45425.0,21.0,IT,Bangalore,,34775.0,30,0.25,4542.5,Bangalore-IT,Low
937,938,67.0,46685.0,27.0,Marketing,Delhi,1.95,48570.0,50,0.36,4668.5,Delhi-Marketing,Low
938,939,68.0,142000.0,28.0,HR,Delhi,1.39,46097.0,36,0.18,14200.0,Delhi-HR,High
939,940,36.0,132855.0,12.0,Marketing,Mumbai,1.72,24503.0,35,0.7,13285.5,Mumbai-Marketing,High
940,941,38.0,44578.0,17.0,Marketing,Bangalore,4.19,2779.0,50,0.62,4457.8,Bangalore-Marketing,Low
941,942,,48831.0,1.0,Finance,Pune,3.71,,37,0.48,4883.1,Pune-Finance,Low
942,943,,27906.0,28.0,HR,Delhi,3.19,755.0,48,0.39,2790.6,Delhi-HR,Low
943,944,45.0,81413.0,20.0,IT,Pune,2.9,39263.0,51,0.91,8141.3,Pune-IT,Medium
944,945,59.0,74028.0,14.0,IT,Delhi,4.69,42955.0,50,0.03,7402.8,Delhi-IT,Medium
945,946,39.0,,26.0,Sales,Pune,1.29,42281.0,53,0.77,,Pune-Sales,
946,947,38.0,53660.0,30.0,IT,Bangalore,2.12,17400.0,49,0.9,5366.0,Bangalore-IT,Medium
947,948,23.0,95758.0,14.0,Finance,Mumbai,2.4,40115.0,37,0.45,9575.8,Mumbai-Finance,Medium
948,949,18.0,80504.0,22.0,Marketing,Bangalore,4.13,,55,0.55,8050.4,Bangalore-Marketing,Medium
949,950,,79720.0,23.0,Marketing,Ahmedabad,4.97,47647.0,43,0.94,7972.0,Ahmedabad-Marketing,Medium
950,951,58.0,122979.0,12.0,Marketing,Mumbai,1.96,46825.0,47,0.21,12297.9,Mumbai-Marketing,High
951,952,29.0,54701.0,21.0,HR,Bangalore,4.5,44825.0,54,0.52,5470.1,Bangalore-HR,Medium
952,953,43.0,103300.0,36.0,IT,Ahmedabad,4.32,24600.0,58,0.47,10330.0,Ahmedabad-IT,High
953,954,63.0,130177.0,32.0,Finance,Delhi,1.9,37706.0,45,0.26,13017.7,Delhi-Finance,High
954,955,51.0,37674.0,2.0,HR,Delhi,2.6,,38,0.82,3767.4,Delhi-HR,Low
955,956,66.0,103560.0,18.0,Sales,Pune,2.64,33505.0,44,0.9,10356.0,Pune-Sales,High
956,957,,131543.0,22.0,Finance,Mumbai,,38968.0,59,0.78,13154.3,Mumbai-Finance,High
957,958,43.0,43874.0,28.0,Finance,Delhi,1.72,41139.0,55,0.2,4387.4,Delhi-Finance,Low
958,959,62.0,63642.0,29.0,Finance,Mumbai,4.2,,39,0.09,6364.2,Mumbai-Finance,Medium
959,960,44.0,143867.0,38.0,Marketing,Delhi,2.34,41302.0,58,0.61,14386.7,Delhi-Marketing,High
960,961,26.0,117820.0,24.0,Finance,Pune,3.92,29148.0,51,0.06,11782.0,Pune-Finance,High
961,962,43.0,85160.0,36.0,IT,Bangalore,2.68,22302.0,45,0.67,8516.0,Bangalore-IT,Medium
962,963,64.0,37602.0,7.0,Finance,Pune,3.31,2623.0,33,0.53,3760.2,Pune-Finance,Low
963,964,39.0,123320.0,15.0,Marketing,Ahmedabad,4.33,,49,0.66,12332.0,Ahmedabad-Marketing,High
964,965,64.0,108801.0,7.0,Finance,Delhi,4.22,13543.0,42,0.59,10880.1,Delhi-Finance,High
965,966,47.0,45931.0,0.0,Sales,Ahmedabad,4.47,28960.0,51,0.42,4593.1,Ahmedabad-Sales,Low
966,967,,114377.0,4.0,Sales,Ahmedabad,1.24,22785.0,34,0.2,11437.7,Ahmedabad-Sales,High
967,968,65.0,,2.0,Marketing,Mumbai,3.77,12817.0,51,0.31,,Mumbai-Marketing,
968,969,34.0,,0.0,IT,Delhi,1.56,31406.0,36,0.52,,Delhi-IT,
969,970,43.0,,3.0,IT,Ahmedabad,2.66,23456.0,52,0.65,,Ahmedabad-IT,
970,971,,62520.0,39.0,HR,Bangalore,3.19,23777.0,38,0.78,6252.0,Bangalore-HR,Medium
971,972,18.0,84772.0,34.0,Marketing,Ahmedabad,2.61,20914.0,37,0.77,8477.2,Ahmedabad-Marketing,Medium
972,973,25.0,78762.0,,Finance,Bangalore,3.08,,58,0.97,7876.2,Bangalore-Finance,Medium
973,974,66.0,70106.0,33.0,Marketing,Mumbai,,23548.0,45,0.29,7010.6,Mumbai-Marketing,Medium
974,975,52.0,101121.0,24.0,HR,Ahmedabad,1.54,37265.0,35,0.07,10112.1,Ahmedabad-HR,High
975,976,69.0,45559.0,9.0,Marketing,Pune,3.7,40701.0,57,0.35,4555.9,Pune-Marketing,Low
976,977,32.0,125595.0,20.0,Marketing,Mumbai,2.58,6727.0,45,0.74,12559.5,Mumbai-Marketing,High
977,978,,53742.0,38.0,HR,Bangalore,1.53,,35,0.44,5374.2,Bangalore-HR,Medium
